,gameid,sessionid,playerguid,framenumber,frametime_ms,posX,posY,posZ,viewW,viewX,viewY,viewZ,tickflags,stateflags,fov,health,weapon_id
58,185,4959622521724689016,Beginner,8185,31,62416.703125,11998.9501953125,3121.80908203125,0.5332959890365601,0.031249362975358963,0.019719254225492477,-0.8451212644577026,0,1,90,600,11
59,185,4959622521724689016,Beginner,8185,31,62416.703125,11998.9501953125,3121.80908203125,0.5340250134468079,0.031232336536049843,0.019746210426092148,-0.8446608185768127,0,1,90,600,11
60,185,4959622521724689016,Beginner,8187,32,62416.703125,11998.9501953125,3121.80908203125,0.5342274904251099,0.031227603554725647,0.019753694534301758,-0.8445327877998352,0,1,90,600,11
61,185,4959622521724689016,Beginner,8187,32,62416.703125,11998.9501953125,3121.80908203125,0.5344703793525696,0.031221920624375343,0.01976267620921135,-0.8443791270256042,0,1,90,600,11
62,185,4959622521724689016,Beginner,8189,31,62416.703125,11998.9501953125,3121.80908203125,0.534591794013977,0.031219078227877617,0.019767167046666145,-0.844302237033844,0,1,90,600,11
63,185,4959622521724689016,Beginner,8191,31,62416.703125,11998.9501953125,3121.80908203125,0.5346322655677795,0.03121813014149666,0.019768662750720978,-0.8442766070365906,0,1,90,600,11
64,185,4959622521724689016,Beginner,8227,31,62416.703125,11998.9501953125,3121.80908203125,0.5337725281715393,0.031642988324165344,0.019993102177977562,-0.844799280166626,0,1,90,600,11
65,185,4959622521724689016,Beginner,8229,31,62416.45703125,11998.4365234375,3121.85595703125,0.5337725281715393,0.031642988324165344,0.019993102177977562,-0.844799280166626,0,1,90,600,11
66,185,4959622521724689016,Beginner,8231,32,62412.81640625,11990.099609375,3122.590087890625,0.6029689908027649,0.057001277804374695,0.04325725510716438,-0.7945489287376404,0,1,90,600,11
67,185,4959622521724689016,Beginner,8233,31,62410.41015625,11983.140625,3123.335205078125,0.7317490577697754,0.06908195465803146,0.07501185685396194,-0.6739022135734558,0,1,90,600,11
68,185,4959622521724689016,Beginner,8235,31,62406.8828125,11962.423828125,3125.658203125,0.8073241114616394,0.06605116277933121,0.09207792580127716,-0.5791257619857788,0,1,90,600,11
69,185,4959622521724689016,Beginner,8237,30,62397.1171875,11933.54296875,3129.380615234375,0.8050292730331421,0.07048551738262177,0.09768499433994293,-0.580876350402832,0,1,90,600,11
70,185,4959622521724689016,Beginner,8239,32,62381.3984375,11897.3359375,3134.427490234375,0.8048427104949951,0.07094986736774445,0.09828881174325943,-0.5809764266014099,0,1,90,600,11
71,185,4959622521724689016,Beginner,8241,31,62362.46484375,11853.8232421875,3139.99951171875,0.7967782616615295,0.06099965423345566,0.08160082995891571,-0.5956213474273682,0,1,90,600,11
72,185,4959622521724689016,Beginner,8243,32,62359.953125,11801.142578125,3145.68212890625,0.8200977444648743,0.06198162958025932,0.09050939232110977,-0.5616101622581482,0,1,90,600,11
73,185,4959622521724689016,Beginner,8245,31,62370.23046875,11742.974609375,3152.943359375,0.8194944262504578,0.06263011693954468,0.09127791225910187,-0.5622941255569458,0,1,90,600,11
74,185,4959622521724689016,Beginner,8247,28,62386.69921875,11685.369140625,3160.453125,0.819039523601532,0.06251993030309677,0.09094900637865067,-0.5630220174789429,0,1,90,600,11
75,185,4959622521724689016,Beginner,8249,31,62405.87109375,11628.59765625,3168.100830078125,0.8154067397117615,0.06392526626586914,0.09177248924970627,-0.5679817199707031,0,1,90,600,11
76,185,4959622521724689016,Beginner,8251,31,62408.625,11598.763671875,3172.771240234375,0.7750853896141052,0.07250118255615234,0.09047173708677292,-0.6211288571357727,0,1,90,600,11
77,185,4959622521724689016,Beginner,8252,34,62405.265625,11568.9921875,3177.72509765625,0.7284546494483948,0.07859112322330475,0.08478100597858429,-0.6752699613571167,0,1,90,600,11
78,185,4959622521724689016,Beginner,8254,34,62383.3515625,11513.4130859375,3184.746337890625,0.6995787024497986,0.08166750520467758,0.08101243525743484,-0.705235481262207,0,1,90,600,11
79,185,4959622521724689016,Beginner,8256,29,62351.79296875,11462.513671875,3187.072021484375,0.7001127600669861,0.08137274533510208,0.0808362141251564,-0.7047595977783203,0,1,90,600,11
80,185,4959622521724689016,Beginner,8258,32,62334.55078125,11405.216796875,3185.300048828125,0.7002102136611938,0.08139490336179733,0.08088148385286331,-0.7046549916267395,0,1,90,600,11
81,185,4959622521724689016,Beginner,8260,31,62326.21484375,11345.896484375,3180.885498046875,0.6972438097000122,0.08337359875440598,0.08219889551401138,-0.7072080969810486,0,1,90,600,11
82,185,4959622521724689016,Beginner,8262,30,62320.5703125,11286.2412109375,3176.0625,0.6494747400283813,0.1015004888176918,0.08808241784572601,-0.7484127879142761,0,1,90,600,11
83,185,4959622521724689016,Beginner,8264,34,62312.640625,11226.8515625,3169.936279296875,0.6234019994735718,0.10843607783317566,0.08786605298519135,-0.7693445682525635,0,1,90,600,11
84,185,4959622521724689016,Beginner,8265,54,62307.49609375,11197.3349609375,3166.732421875,0.6047244071960449,0.11374605447053909,0.08780715614557266,-0.7833645939826965,0,1,90,600,11
85,185,4959622521724689016,Beginner,8267,29,62294.4140625,11138.86328125,3160.64306640625,0.5931035876274109,0.11630437523126602,0.08710707724094391,-0.7919051647186279,0,1,90,600,11
86,185,4959622521724689016,Beginner,8269,30,62294.25390625,11138.318359375,3160.580810546875,0.591971218585968,0.11567770689725876,0.08636106550693512,-0.7929252982139587,0,1,90,600,11
87,185,4959622521724689016,Beginner,8271,29,62294.25390625,11138.318359375,3160.580810546875,0.6166549324989319,0.11282669007778168,0.08990173041820526,-0.7739021182060242,0,1,90,600,11
88,185,4959622521724689016,Beginner,8273,30,62294.25390625,11138.318359375,3160.580810546875,0.6247085928916931,0.11188105493783951,0.09107586741447449,-0.7674157619476318,0,1,90,600,11
89,185,4959622521724689016,Beginner,8275,30,62294.25390625,11138.318359375,3160.580810546875,0.6262567639350891,0.11166073381900787,0.09127091616392136,-0.7661617994308472,0,1,90,600,11
90,185,4959622521724689016,Beginner,8277,31,62294.25390625,11138.318359375,3160.580810546875,0.626550555229187,0.11162572354078293,0.09131372720003128,-0.7659215927124023,0,1,90,600,11
91,185,4959622521724689016,Beginner,8279,30,62294.25390625,11138.318359375,3160.580810546875,0.6266239881515503,0.11161696165800095,0.09132443368434906,-0.7658615112304688,0,1,90,600,11
92,185,4959622521724689016,Beginner,8350,32,62293.8046875,11136.0888671875,3160.334716796875,0.6266607046127319,0.11161258816719055,0.09132978320121765,-0.765831470489502,0,1,90,600,11
93,185,4959622521724689016,Beginner,8352,33,62293.8046875,11136.0888671875,3160.334716796875,0.6277657747268677,0.11144445836544037,0.09146010875701904,-0.7649348378181458,0,1,90,600,11
94,185,4959622521724689016,Beginner,8352,33,62292.9140625,11131.62890625,3159.842529296875,0.6827591061592102,0.10256968438625336,0.09770134091377258,-0.7167802453041077,0,1,90,600,11
95,185,4959622521724689016,Beginner,8354,28,62291.90625,11125.46484375,3159.171630859375,0.7852818965911865,0.08666548877954483,0.11294840276241302,-0.6025480628013611,0,1,90,600,11
96,185,4959622521724689016,Beginner,8354,28,62291.5703125,11117.0546875,3158.299072265625,0.8823510408401489,0.06443515419960022,0.1267373412847519,-0.4486004412174225,0,1,90,600,11
97,185,4959622521724689016,Beginner,8356,32,62297.90234375,11095.8916015625,3156.279296875,0.9541493654251099,0.04007565230131149,0.14911632239818573,-0.2564317286014557,0,1,90,600,11
98,185,4959622521724689016,Beginner,8358,31,62306.7421875,11084.994140625,3155.489501953125,0.9545810222625732,0.040701840072870255,0.15448546409606934,-0.2515007257461548,0,1,90,600,11
99,185,4959622521724689016,Beginner,8358,31,62316.74609375,11073.2744140625,3154.662353515625,0.9546958208084106,0.04056378826498985,0.15408138930797577,-0.2513352036476135,0,1,90,600,11
100,185,4959622521724689016,Beginner,8360,31,62333.9375,11039.740234375,3151.783203125,0.9547816514968872,0.04043593630194664,0.15362566709518433,-0.2513088583946228,0,1,90,600,11
101,185,4959622521724689016,Beginner,8362,31,62351.46484375,10997.7666015625,3147.26708984375,0.9496004581451416,0.041373006999492645,0.14220935106277466,-0.27626752853393555,0,1,90,600,11
102,185,4959622521724689016,Beginner,8364,32,62384.328125,10957.0576171875,3142.41064453125,0.941887617111206,0.0408296212553978,0.1242927834391594,-0.3094058632850647,0,1,90,600,11
103,185,4959622521724689016,Beginner,8366,28,62427.578125,10916.4130859375,3136.3115234375,0.9410702586174011,0.04201766848564148,0.1273532509803772,-0.31048738956451416,0,1,90,600,11
104,185,4959622521724689016,Beginner,8368,31,62473.83984375,10878.080078125,3129.37939453125,0.9406952857971191,0.04235750809311867,0.12799136340618134,-0.31131401658058167,0,1,90,600,11
105,185,4959622521724689016,Beginner,8370,32,62497.36328125,10859.39453125,3128.671630859375,0.9404299855232239,0.042640406638383865,0.128598153591156,-0.31182655692100525,0,1,90,600,11
106,185,4959622521724689016,Beginner,8372,31,62545.0078125,10822.7880859375,3128.671630859375,0.9400321245193481,0.04330075532197952,0.13038042187690735,-0.3121948540210724,0,1,90,600,11
107,185,4959622521724689016,Beginner,8374,31,62592.9765625,10786.6083984375,3128.671630859375,0.9360650777816772,0.05355695262551308,0.16330108046531677,-0.30699610710144043,0,1,90,600,11
108,185,4959622521724689016,Beginner,8376,31,62641.28515625,10750.87890625,3128.671630859375,0.9221423268318176,0.0763411819934845,0.23922331631183624,-0.2942749857902527,0,1,90,600,11
109,185,4959622521724689016,Beginner,8380,33,62740.8125,10679.5595703125,3091.243408203125,0.9121198654174805,0.08782898634672165,0.2780260145664215,-0.28814053535461426,0,1,90,600,11
110,185,4959622521724689016,Beginner,8378,30,62690.0,10715.70703125,3128.671630859375,0.9123388528823853,0.0875597819685936,0.27560916543006897,-0.28984594345092773,0,1,90,600,11
111,185,4959622521724689016,Beginner,8382,30,62789.890625,10644.845703125,3087.2724609375,0.9126362800598145,0.08731544017791748,0.2774185836315155,-0.2872454822063446,0,1,90,600,11
112,185,4959622521724689016,Beginner,8384,30,62814.4609375,10627.533203125,3085.058837890625,0.9130144119262695,0.08693638443946838,0.2768165171146393,-0.2867392897605896,0,1,90,600,11
113,185,4959622521724689016,Beginner,8386,30,62863.6328125,10592.9501953125,3081.21630859375,0.9134039878845215,0.08654336631298065,0.27607426047325134,-0.2863325774669647,0,1,90,600,11
114,185,4959622521724689016,Beginner,8388,30,62912.83203125,10558.41015625,3077.3740234375,0.9138084650039673,0.08613988757133484,0.27552735805511475,-0.2856898009777069,0,1,90,600,11
115,185,4959622521724689016,Beginner,8390,31,62962.0546875,10523.9052734375,3073.26220703125,0.9142237901687622,0.08572211116552353,0.27479222416877747,-0.28519436717033386,0,1,90,600,11
116,185,4959622521724689016,Beginner,8392,30,63011.32421875,10489.466796875,3069.37646484375,0.9140826463699341,0.08584950864315033,0.27436763048171997,-0.286016047000885,0,1,90,600,11
117,185,4959622521724689016,Beginner,8394,31,63060.6328125,10455.0791015625,3065.466552734375,0.9137846231460571,0.08614296466112137,0.2746124863624573,-0.2866443693637848,0,1,90,600,11
118,185,4959622521724689016,Beginner,8396,31,63109.95703125,10420.7158203125,3061.16796875,0.9132986068725586,0.08662670850753784,0.275230348110199,-0.28745394945144653,0,1,90,600,11
119,185,4959622521724689016,Beginner,8398,31,63159.2890625,10386.36328125,3056.233154296875,0.9128268361091614,0.08710019290447235,0.2759953439235687,-0.28807514905929565,0,1,90,600,11
120,185,4959622521724689016,Beginner,8400,30,63208.625,10352.0166015625,3050.42431640625,0.9125055074691772,0.08742833882570267,0.27675774693489075,-0.28826233744621277,0,1,90,600,11
121,185,4959622521724689016,Beginner,8402,30,63233.28515625,10334.83203125,3046.926025390625,0.9087081551551819,0.09117855876684189,0.28041747212409973,-0.29546910524368286,0,1,90,600,11
122,185,4959622521724689016,Beginner,8404,31,63282.1484375,10299.8212890625,3039.94482421875,0.8813584446907043,0.11832490563392639,0.31059736013412476,-0.33576157689094543,0,1,90,600,11
123,185,4959622521724689016,Beginner,8406,30,63328.79296875,10261.9228515625,3033.05126953125,0.8402684926986694,0.15924613177776337,0.35055434703826904,-0.3817082941532135,0,1,90,600,11
124,185,4959622521724689016,Beginner,8408,32,63371.96875,10220.1123046875,3026.3251953125,0.83299320936203,0.16670793294906616,0.3606257736682892,-0.38507115840911865,0,1,90,600,11
125,185,4959622521724689016,Beginner,8410,31,63412.93359375,10176.1025390625,3019.72119140625,0.8334957361221313,0.1662101149559021,0.36027413606643677,-0.3845278024673462,0,1,90,600,11
126,185,4959622521724689016,Beginner,8412,32,63452.80859375,10131.1171875,3012.1640625,0.834064245223999,0.16563692688941956,0.35966604948043823,-0.3841114342212677,32,1,90,600,11
127,185,4959622521724689016,Beginner,8414,30,63493.48828125,10086.8798828125,3009.823974609375,0.8344319462776184,0.16525620222091675,0.35906583070755005,-0.38403835892677307,32,1,90,600,11
128,185,4959622521724689016,Beginner,8416,30,63537.33984375,10045.7939453125,3003.076171875,0.8344922065734863,0.16517400741577148,0.3585703670978546,-0.3844054937362671,32,1,90,600,11
129,185,4959622521724689016,Beginner,8418,30,63560.23828125,10026.3271484375,2998.06982421875,0.8343594074249268,0.16529053449630737,0.35837116837501526,-0.38482925295829773,32,1,90,600,11
130,185,4959622521724689016,Beginner,8420,32,63605.70703125,9987.0078125,2984.7919921875,0.8338500261306763,0.16577932238578796,0.3584364950656891,-0.3856613039970398,32,1,90,600,11
131,185,4959622521724689016,Beginner,8422,32,63650.5,9946.9208984375,2967.16064453125,0.8335155844688416,0.16608718037605286,0.3582454025745392,-0.386428564786911,32,1,90,600,11
132,185,4959622521724689016,Beginner,8424,32,63694.68359375,9906.1611328125,2945.17578125,0.8329969644546509,0.1666044443845749,0.3586850166320801,-0.3869161009788513,32,1,90,600,11
133,185,4959622521724689016,Beginner,8426,30,63738.3125,9864.8095703125,2918.71435546875,0.8327149748802185,0.16689451038837433,0.35908421874046326,-0.387027770280838,32,1,90,600,11
134,185,4959622521724689016,Beginner,8428,31,63781.4453125,9822.939453125,2887.173095703125,0.8325095772743225,0.16711843013763428,0.3596110939979553,-0.38688379526138306,32,1,90,600,11
135,185,4959622521724689016,Beginner,8430,31,63824.13671875,9780.6015625,2849.74853515625,0.8325755000114441,0.167076975107193,0.36001846194267273,-0.38638070225715637,32,1,90,600,11
136,185,4959622521724689016,Beginner,8432,30,63866.45703125,9737.9091796875,2805.62841796875,0.8571034669876099,0.14221008121967316,0.3681401312351227,-0.33109337091445923,32,1,90,600,11
137,185,4959622521724689016,Beginner,8434,30,63887.6640625,9716.609375,2780.786865234375,0.890766978263855,0.09912877529859543,0.3763936758041382,-0.23459649085998535,32,1,90,600,11
138,185,4959622521724689016,Beginner,8436,30,63930.88671875,9674.8369140625,2724.762451171875,0.8893070220947266,0.10323689132928848,0.3700123131275177,-0.24812498688697815,32,1,90,600,11
139,185,4959622521724689016,Beginner,8438,31,63975.16015625,9634.1767578125,2659.370361328125,0.8157253265380859,0.1766008734703064,0.32272788882255554,-0.44637545943260193,32,1,90,600,11
140,185,4959622521724689016,Beginner,8440,29,64019.05078125,9593.1083984375,2583.67333984375,0.7065209150314331,0.22278402745723724,0.2529500424861908,-0.6222634315490723,32,1,90,600,11
141,185,4959622521724689016,Beginner,8442,31,64060.91796875,9549.9833984375,2496.712890625,0.697501003742218,0.2236962616443634,0.2457670271396637,-0.6348628997802734,32,1,90,600,11
142,185,4959622521724689016,Beginner,8444,30,64102.88671875,9506.9482421875,2397.51220703125,0.6976767182350159,0.22357650101184845,0.24575375020503998,-0.6347171664237976,32,1,90,600,11
143,185,4959622521724689016,Beginner,8446,30,64145.35546875,9464.4052734375,2285.076904296875,0.6970934271812439,0.2238798290491104,0.24566099047660828,-0.6352867484092712,32,1,90,600,11
144,185,4959622521724689016,Beginner,8448,34,64188.265625,9422.306640625,2158.398193359375,0.6964508295059204,0.22433556616306305,0.2457348257303238,-0.6358019709587097,32,1,90,600,11
145,185,4959622521724689016,Beginner,8450,32,64229.77734375,9378.8564453125,2016.4541015625,0.6954132318496704,0.22507373988628387,0.2458561360836029,-0.6366294026374817,32,1,90,600,11
146,185,4959622521724689016,Beginner,8452,30,64249.34765625,9356.0498046875,1939.369384765625,0.6951426863670349,0.22543789446353912,0.24613544344902039,-0.6366881132125854,32,1,90,600,11
147,185,4959622521724689016,Beginner,8454,31,64286.1953125,9308.572265625,1772.06005859375,0.6955922842025757,0.22554898262023926,0.246707484126091,-0.6359358429908752,32,1,90,600,11
148,185,4959622521724689016,Beginner,8456,31,64320.24609375,9259.0439453125,1586.35009765625,0.6958683729171753,0.2255711853504181,0.24699318408966064,-0.6355149149894714,32,1,90,600,11
149,185,4959622521724689016,Beginner,8458,30,64354.6484375,9209.75390625,1381.175537109375,0.6964587569236755,0.22531570494174957,0.24716514348983765,-0.6348916888237,32,1,90,600,11
