,playerguid,framenumber,frametime_ms,posX,posY,posZ,health,sessionid,stateflags
126,Lori_Ross,8510,469,-121498.9609375,-662.9117431640625,2419.663818359375,0,2687592411372870805,6
127,Michelle_Rogers,8510,469,-121511.5859375,-869.8903198242188,2253.628173828125,0,2687592411372870805,0
128,Lori_Ross,8517,218,-121483.8046875,-475.4845275878906,2488.40283203125,0,2687592411372870805,2
129,Michelle_Rogers,8558,1284,-121241.125,-858.6627197265625,2253.628173828125,0,2687592411372870805,2
130,Lori_Ross,8558,1284,-121695.6171875,-230.94302368164062,2436.1591796875,0,2687592411372870805,4
131,Michelle_Rogers,8558,1284,-121242.65625,-864.1483154296875,2253.628173828125,0,2687592411372870805,2
132,Michelle_Rogers,8608,1565,-121219.328125,-637.7738037109375,2253.628173828125,0,2687592411372870805,2
133,Laura_Davis,8616,249,-121044.453125,-2584.154296875,2253.628173828125,0,2687592411372870805,2
134,Lori_Ross,8642,814,-121508.2890625,-450.9532470703125,2253.628173828125,0,2687592411372870805,2
135,Michelle_Rogers,8656,438,-121173.0234375,-805.2797241210938,2253.628173828125,0,2687592411372870805,4
136,Lori_Ross,8656,438,-121452.203125,-631.598876953125,2253.628173828125,0,2687592411372870805,0
137,Michelle_Rogers,8715,1848,-120509.1484375,-1613.348388671875,2253.628173828125,0,2687592411372870805,2
138,Lori_Ross,8715,1848,-120687.15625,-1260.3018798828125,2410.503173828125,0,2687592411372870805,4
139,Michelle_Rogers,8715,1848,-120509.65625,-1613.587158203125,2253.628173828125,0,2687592411372870805,2
140,Michelle_Rogers,8723,249,-120521.2734375,-1616.37158203125,2253.628173828125,0,2687592411372870805,2
141,Lori_Ross,8777,1690,-121076.421875,-713.56982421875,2253.628173828125,0,2687592411372870805,2
142,Lori_Ross,8812,1095,-121261.8046875,-420.6630859375,2440.477783203125,0,2687592411372870805,2
143,Laura_Davis,8852,1252,-120979.390625,-2790.10302734375,2253.628173828125,0,2687592411372870805,2
144,Lori_Ross,8913,1909,-121262.0,-1088.7698974609375,2402.64111328125,0,2687592411372870805,2
145,Michelle_Rogers,8924,344,-121142.9375,-1538.1112060546875,2253.628173828125,0,2687592411372870805,4
146,Lori_Ross,8924,344,-121224.796875,-1305.4833984375,2434.29345703125,0,2687592411372870805,0
147,Laura_Davis,8962,1190,-120991.625,-2439.521728515625,2253.628173828125,0,2687592411372870805,2
148,Lori_Ross,8964,62,-121011.734375,-1938.54345703125,2422.60693359375,0,2687592411372870805,2
149,Michelle_Rogers,8977,407,-120799.578125,-2918.265625,2253.628173828125,0,2687592411372870805,2
150,Lori_Ross,8998,656,-121103.5546875,-2481.37548828125,2253.628173828125,0,2687592411372870805,2
151,Michelle_Rogers,9011,406,-120897.9296875,-2620.417724609375,2310.951904296875,0,2687592411372870805,4
152,Lori_Ross,9011,406,-120992.84375,-2630.78564453125,2253.628173828125,0,2687592411372870805,0
153,Michelle_Rogers,9039,876,-120377.078125,-2472.275634765625,2453.483154296875,0,2687592411372870805,2
154,Lori_Ross,9056,532,-121095.8984375,-3058.705322265625,2437.466552734375,0,2687592411372870805,2
155,Laura_Davis,9067,344,-120936.7265625,-2775.625244140625,2253.628173828125,0,2687592411372870805,2
156,Lori_Ross,9103,1127,-120962.171875,-2795.167236328125,2253.628173828125,0,2687592411372870805,2
157,Laura_Davis,9117,438,-120727.0546875,-2388.309326171875,2253.628173828125,0,2687592411372870805,2
158,Laura_Davis,9117,438,-120705.6171875,-2356.048828125,2253.628173828125,0,2687592411372870805,6
159,Lori_Ross,9117,438,-120830.75,-2625.46142578125,2253.628173828125,0,2687592411372870805,0
160,Laura_Davis,9123,187,-120572.8046875,-2105.719482421875,2344.33544921875,0,2687592411372870805,2
161,Lori_Ross,9142,594,-120612.2578125,-2350.560791015625,2253.628173828125,0,2687592411372870805,2
162,Michelle_Rogers,9156,438,-120551.3671875,-2259.88623046875,2253.628173828125,0,2687592411372870805,4
163,Lori_Ross,9156,438,-120643.046875,-2293.41357421875,2253.628173828125,0,2687592411372870805,0
164,Lori_Ross,9224,2128,-120832.875,-1328.264404296875,2253.628173828125,0,2687592411372870805,2
165,Laura_Davis,9260,1127,-121294.8203125,-1343.653564453125,2253.628173828125,0,2687592411372870805,2
166,Lori_Ross,9272,375,-121420.046875,-1065.0048828125,2380.31103515625,0,2687592411372870805,2
167,Lori_Ross,9337,2035,-121220.7734375,-1840.177978515625,2253.628173828125,0,2687592411372870805,2
168,Lori_Ross,9384,1470,-121774.7578125,-2364.92529296875,2420.762451171875,0,2687592411372870805,2
169,Lori_Ross,9429,1409,-121201.9921875,-2773.180908203125,2253.628173828125,0,2687592411372870805,2
170,Michelle_Rogers,9455,814,-120581.8515625,-2434.167236328125,2253.628173828125,0,2687592411372870805,2
171,Lori_Ross,9455,814,-120833.890625,-2788.607421875,2253.628173828125,0,2687592411372870805,4
172,Michelle_Rogers,9455,814,-120581.09375,-2440.646240234375,2253.628173828125,0,2687592411372870805,2
173,Laura_Davis,9472,532,-120399.5546875,-2829.859619140625,2253.6279296875,0,2687592411372870805,2
174,Michelle_Rogers,9528,1753,-121330.0625,-2476.969970703125,2253.628173828125,0,2687592411372870805,2
